system:index,Meann
A20000207_1300,"{temperature=-9.21681862108953, total_precipitation=0.00672685755308281, pressure=75290.82599055693, wind_u=3.418679901703621, wind_v=2.5549090206256735, longwave_radiation=173.75803131126267, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.013582690449236554, shortwave_radiation=0.0}"
A20000207_1400,"{temperature=-9.251106386503556, total_precipitation=0.0034334842753403114, pressure=75300.08897755202, wind_u=3.4547695833448397, wind_v=2.6855247535687674, longwave_radiation=173.75820360604135, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.013582690449236554, shortwave_radiation=0.0}"
A20000207_1500,"{temperature=-9.285702294502567, total_precipitation=5.550680619598533E-4, pressure=75309.36887787507, wind_u=3.4912946958610593, wind_v=2.8158997156031718, longwave_radiation=179.80553276085828, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.013582690449236554, shortwave_radiation=53.70647905679654}"
A20000207_1600,"{temperature=-7.211430543667315, total_precipitation=0.0024126680840489286, pressure=75316.9587406467, wind_u=3.5152050142198417, wind_v=3.051725985034654, longwave_radiation=179.8004594527433, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.08274606400309255, shortwave_radiation=191.89779341193375}"
A20000207_1700,"{temperature=-5.137326945909361, total_precipitation=0.004483030068752244, pressure=75324.48090979375, wind_u=3.5390021260733913, wind_v=3.2883422149819164, longwave_radiation=179.79527569925733, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.08274606400309255, shortwave_radiation=305.722544164343}"
A20000207_1800,"{temperature=-3.0631195295026976, total_precipitation=0.00493240191070492, pressure=75332.10899384272, wind_u=3.5625899439489763, wind_v=3.5246329071982787, longwave_radiation=188.22146008780422, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.08274606400309255, shortwave_radiation=451.14385448822395}"
A20000207_1900,"{temperature=-2.3927484330562745, total_precipitation=0.005860087804069914, pressure=75350.29711433858, wind_u=3.660515227655522, wind_v=3.715044316205098, longwave_radiation=188.21922605406309, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.14408461219869118, shortwave_radiation=511.06461316508864}"
A20000207_2000,"{temperature=-1.7209305022503012, total_precipitation=0.08682498274291084, pressure=75368.48948780958, wind_u=3.7576107905127456, wind_v=3.9041240301515865, longwave_radiation=188.21669575061443, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.14408461219869118, shortwave_radiation=518.6935643482344}"
A20000207_2100,"{temperature=-1.0499803959466338, total_precipitation=0.12193128089018977, pressure=75386.66926747108, wind_u=3.854426374354589, wind_v=4.094279205897784, longwave_radiation=190.67359913852624, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.14408461219869118, shortwave_radiation=452.35299491951343}"
A20000207_2200,"{temperature=-1.7732896153739746, total_precipitation=0.08782675539111476, pressure=75323.53843305635, wind_u=3.4775431427230306, wind_v=3.6140307038131283, longwave_radiation=190.67558384184227, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.08092425656459681, shortwave_radiation=336.4032917138361}"
A20000207_2300,"{temperature=-2.495868514785851, total_precipitation=0.09352176049921315, pressure=75260.39929480628, wind_u=3.1011284755777684, wind_v=3.1339025871828152, longwave_radiation=190.67809923516586, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.08092425656459681, shortwave_radiation=222.087284534887}"
A20000208_0000,"{temperature=-3.2189469033878915, total_precipitation=0.0, pressure=75197.27840295994, wind_u=2.7240019880166795, wind_v=2.654000883562969, longwave_radiation=185.01846066764233, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.08092425656459681, shortwave_radiation=45.14768467846595}"
A20000208_0100,"{temperature=-4.0066985117486045, total_precipitation=0.0, pressure=75224.44185631059, wind_u=3.00469006267775, wind_v=3.0560667642267467, longwave_radiation=185.02067923903147, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.008733318607283876, shortwave_radiation=0.0}"
A20000208_0200,"{temperature=-4.793923295689849, total_precipitation=0.002681643979346716, pressure=75251.63567661597, wind_u=3.2849043266974056, wind_v=3.4584780627881964, longwave_radiation=185.0226625617805, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.008733318607283876, shortwave_radiation=0.0}"
A20000208_0300,"{temperature=-5.581084573542789, total_precipitation=0.0024354308750034527, pressure=75278.83031946325, wind_u=3.564999585829861, wind_v=3.8610401192810047, longwave_radiation=186.39111605047364, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.008733318607283876, shortwave_radiation=0.0}"
A20000208_0400,"{temperature=-5.603054918960686, total_precipitation=0.0, pressure=75234.69439296467, wind_u=3.493014054173456, wind_v=3.7506265013667637, longwave_radiation=186.39103984316756, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.0029723168677692805, shortwave_radiation=0.0}"
A20000208_0500,"{temperature=-5.624004473037502, total_precipitation=0.006788127122621976, pressure=75190.5295582185, wind_u=3.4200267830024584, wind_v=3.6403948422011787, longwave_radiation=186.3915832343927, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.0029723168677692805, shortwave_radiation=0.0}"
A20000208_0600,"{temperature=-5.645491896070886, total_precipitation=0.0024126680840489286, pressure=75146.38110472987, wind_u=3.3476218350498383, wind_v=3.5301416461882567, longwave_radiation=195.31332164453164, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=-0.0029723168677692805, shortwave_radiation=0.0}"
A20000208_0700,"{temperature=-5.494271750835223, total_precipitation=0.003571789491122953, pressure=75084.55354640092, wind_u=3.304490432669743, wind_v=3.7043827484330585, longwave_radiation=195.3127528508712, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.004344363144379714, shortwave_radiation=0.0}"
A20000208_0800,"{temperature=-5.343188281746118, total_precipitation=0.002460076759532817, pressure=75022.69409144882, wind_u=3.2622188475025555, wind_v=3.878556755115004, longwave_radiation=195.31287406466578, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.004344363144379714, shortwave_radiation=0.0}"
A20000208_0900,"{temperature=-5.191769058729305, total_precipitation=0.0024224369771101983, pressure=74960.86443023992, wind_u=3.219469586105973, wind_v=4.0529693237982185, longwave_radiation=200.46775547394867, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.004344363144379714, shortwave_radiation=0.0}"
A20000208_1000,"{temperature=-5.051764640914468, total_precipitation=1.4910125079382615E-5, pressure=74947.12351658066, wind_u=3.5432915481679887, wind_v=4.1817823121738416, longwave_radiation=200.4674542341994, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.013008816301736763, shortwave_radiation=0.0}"
A20000208_1100,"{temperature=-4.911243338763544, total_precipitation=0.10422243145484168, pressure=74933.34443106827, wind_u=3.8672145677444307, wind_v=4.3112052351105845, longwave_radiation=200.46718032967954, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.013008816301736763, shortwave_radiation=0.0}"
A20000208_1200,"{temperature=-4.770676754010528, total_precipitation=0.002428240881354061, pressure=74919.57895242563, wind_u=4.191517795510399, wind_v=4.440590330507774, longwave_radiation=212.06554490984902, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.013008816301736763, shortwave_radiation=0.0}"
A20000208_1300,"{temperature=-4.559561807990699, total_precipitation=0.03171936383466329, pressure=74876.61982660083, wind_u=4.401802468454041, wind_v=4.632306099345613, longwave_radiation=212.0659422370712, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.03432920451721567, shortwave_radiation=0.0}"
A20000208_1400,"{temperature=-4.348654223154848, total_precipitation=0.01763036143247646, pressure=74833.66146064003, wind_u=4.6113979622829095, wind_v=4.82404092000994, longwave_radiation=212.06557887180068, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.03432920451721567, shortwave_radiation=0.0}"
A20000208_1500,"{temperature=-4.1380246845403885, total_precipitation=0.020050965016428748, pressure=74790.69696468509, wind_u=4.821558936411077, wind_v=5.015969848413733, longwave_radiation=217.40193969682755, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.03432920451721567, shortwave_radiation=55.74975950520473}"
A20000208_1600,"{temperature=-3.0374680398707565, total_precipitation=0.07042844520529037, pressure=74782.96819946435, wind_u=4.948126018168266, wind_v=4.863932131319544, longwave_radiation=217.39743877184762, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.12460317254328077, shortwave_radiation=190.7983574012205}"
A20000208_1700,"{temperature=-1.9371038462600212, total_precipitation=0.023122202280696922, pressure=74775.25047049731, wind_u=5.0752687964215735, wind_v=4.712099014275069, longwave_radiation=217.3932860258994, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.12460317254328077, shortwave_radiation=302.0473418836458}"
A20000208_1800,"{temperature=-0.8362617003064644, total_precipitation=0.02374811000358949, pressure=74767.54202446369, wind_u=5.2019358312394735, wind_v=4.56082861639562, longwave_radiation=201.5051116878816, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.12460317254328077, shortwave_radiation=442.41644042852806}"
A20000208_1900,"{temperature=-0.5306679183808497, total_precipitation=0.05175639892867992, pressure=74690.9183424911, wind_u=5.0708553993980745, wind_v=4.244105806665377, longwave_radiation=201.50322141535747, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.14087418339453853, shortwave_radiation=500.8416445867965}"
A20000208_2000,"{temperature=-0.22425325123558273, total_precipitation=0.04639632216914711, pressure=74614.31655714175, wind_u=4.939100422453545, wind_v=3.927284976668419, longwave_radiation=201.5014222602647, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.14087418339453853, shortwave_radiation=508.36154761576114}"
A20000208_2100,"{temperature=0.08253527349037346, total_precipitation=0.10262301129303922, pressure=74537.72539415202, wind_u=4.807886075599859, wind_v=3.611071596211725, longwave_radiation=247.02034817903203, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.14087418339453853, shortwave_radiation=357.44787983543665}"
A20000208_2200,"{temperature=-0.2319736587790078, total_precipitation=0.039738443272496364, pressure=74545.84984896606, wind_u=4.360929673910044, wind_v=3.8059891763536475, longwave_radiation=247.02129607642848, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0972417897672364, shortwave_radiation=266.53376966617884}"
A20000208_2300,"{temperature=-0.5459552144020535, total_precipitation=0.03921761051439933, pressure=74554.00585470909, wind_u=3.9147425242289544, wind_v=4.001801364000331, longwave_radiation=247.02272717232265, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0972417897672364, shortwave_radiation=176.8807941022173}"
A20000209_0000,"{temperature=-0.8602559571471737, total_precipitation=0.024734870364745833, pressure=74562.12793743274, wind_u=3.468185382555155, wind_v=4.196707347378303, longwave_radiation=251.3540298754729, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0972417897672364, shortwave_radiation=47.33561852168872}"
A20000209_0100,"{temperature=-1.529071430543646, total_precipitation=0.022466609603225014, pressure=74513.99467570479, wind_u=3.389546897865645, wind_v=4.126424607228653, longwave_radiation=251.3561415909658, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.024174652787365053, shortwave_radiation=0.0}"
A20000209_0200,"{temperature=-2.197141949913004, total_precipitation=0.02584052240660464, pressure=74465.82121766027, wind_u=3.310983239914958, wind_v=4.055586602976506, longwave_radiation=251.3583524311789, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.024174652787365053, shortwave_radiation=0.0}"
A20000209_0300,"{temperature=-2.8659444459783874, total_precipitation=3.1697821465057853E-5, pressure=74417.65331612232, wind_u=3.232674434657759, wind_v=3.9847497031780663, longwave_radiation=267.65838832592436, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.024174652787365053, shortwave_radiation=0.0}"
A20000209_0400,"{temperature=-2.8737117928044627, total_precipitation=0.017584283623712636, pressure=74397.66871110254, wind_u=3.393492282629705, wind_v=4.092840102714197, longwave_radiation=267.65790954524135, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0344771362823327, shortwave_radiation=0.0}"
A20000209_0500,"{temperature=-2.8815426457188402, total_precipitation=0.009444205759726102, pressure=74377.70421597594, wind_u=3.554346025347214, wind_v=4.200411132893396, longwave_radiation=267.65744926415783, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0344771362823327, shortwave_radiation=0.0}"
A20000209_0600,"{temperature=-2.8891719358312167, total_precipitation=0.0, pressure=74357.66195156968, wind_u=3.7147472181572208, wind_v=4.307905127426346, longwave_radiation=273.97123809260853, convective_fraction=0.0, potential_energy=0.0, potential_evaporation=0.0344771362823327, shortwave_radiation=0.0}"
