new_site_id,site_id,lat_wgs84,lon_wgs84,site_name,country,continent,DO_index,DO_ts_availability,DO_ts_continuity,DO_nobs_1950,DO_nobs,DO_min,DO_max,DO_mean,DO_median,DO_std,DO_iqr,DO_tstart,DO_tend,DO_tyear,DO_tdata,DO_tgap,DO_pct_min,DO_pct_max,DO_pct_mean,DO_pct_median,DO_pct_std,DO_pct_iqr,WT_index,WT_ts_availability,WT_ts_continuity,WT_nobs_1950,WT_nobs,WT_min,WT_max,WT_mean,WT_median,WT_std,WT_iqr,WT_tstart,WT_tend,WT_tyear,WT_tdata,WT_tgap,WT_pct_min,WT_pct_max,WT_pct_mean,WT_pct_median,WT_pct_std,WT_pct_iqr
g824,CAN00324,47.1911,-53.3867,Salmonier River at St. Catherines,Canada,North America,DO_444,0.27,0.01,60,60,8.46,14.69,11.51566667,11.24,1.984131426,3.96,2001,2019,19,19,0,0.00273,0.0109,0.00863,0.0082,0.00228,0.00273,WT_473,0.27,0.01,59,59,0.08,24.55,10.33915254,10.74,7.060166133,12.22,2001,2019,19,19,0,0.00273,0.0109,0.00848,0.0082,0.00301,0.00273
g825,CAN00327,50.6848,-119.07,Shuswap River upstream Mara Lake,Canada,North America,DO_447,0.99,0.6,200,200,7.93,13.9,10.741,10.9,1.564964719,2.63,2011,2019,9,9,0,0.0355,0.071,0.0607,0.0601,0.0109,0.0082,WT_476,0.98,0.6,197,197,0.1,24,10.53959391,9.1,6.663995235,12,2011,2019,9,9,0,0.0383,0.071,0.0598,0.0601,0.00941,0.0082
g826,CAN00328,49.4586,-120.504,Similkameen River at Princeton,Canada,North America,DO_448,1,0.91,372,372,7.6,17,11.19548387,11.035,1.442280888,2.04,2005,2019,15,15,0,0.0191,0.0792,0.0678,0.071,0.0148,0.00546,WT_477,0.85,0.14,423,423,0.02,21.3,7.664444444,6.9,5.113209648,7.65,2000,2019,20,20,0,0.0464,0.071,0.0578,0.0601,0.00716,0.0109
g827,CAN00334,47.4936,-52.8506,South Brook Approximately 300 M downstream Headwater Pond,Canada,North America,DO_452,0.3,0.01,66,66,6.61,14.33,11.21242424,10.995,2.137322596,3.8475,2001,2019,19,19,0,0.00273,0.0164,0.00949,0.0082,0.00293,0.00273,WT_483,0.26,0.01,59,59,0.04,20.27,8.812372881,9.45,6.141896073,11.685,2001,2019,19,18,1,0.00546,0.0137,0.00896,0.0082,0.00226,0.00273
g828,CAN00336,47.5281,-52.7467,South Brook at Railway Bridge,Canada,North America,DO_454,0.3,0.01,65,65,7.71,15.04,12.07584615,12.1,1.957585321,3.31,2001,2019,19,19,0,0.00546,0.0137,0.00935,0.0082,0.0021,0.00273,WT_485,0.26,0,57,57,0.09,21.26,9.001754386,8.7,6.315061962,10.45,2001,2019,19,19,0,0.00273,0.0109,0.0082,0.0082,0.00223,0.00137
g829,CAN00353,49.0024,-122.2323,Sumas River at International Boundary,Canada,North America,DO_458,0.87,0.49,426,426,5.7,14,9.089061033,9.025,1.117235269,1.3925,2000,2019,20,19,1,0.00273,0.0765,0.0613,0.0656,0.017,0.0041,WT_500,0.93,0.54,466,466,0.3,21,10.82918455,10.65,4.563670964,8,2000,2019,20,20,0,0.00273,0.0847,0.0637,0.0683,0.0185,0.00615
g830,CAN00354,48.6406,-54.0361,Terra Nova River downstream from E.S. Spencer Bridge,Canada,North America,DO_459,0.34,0.01,74,74,5.47,15.33,11.13986486,11.215,2.022137411,2.6425,2001,2019,19,19,0,0.00546,0.0164,0.0106,0.0109,0.00272,0.0041,WT_501,0.33,0.01,72,72,0.09,25.75,10.53513889,9.825,6.962339131,11.395,2001,2019,19,19,0,0.00546,0.0164,0.0104,0.0109,0.00296,0.0041
g831,CAN00355,48.5075,-54.2117,Terra Nova River from Railway Bridge,Canada,North America,DO_460,0.34,0.01,74,74,5.18,14.46,10.88716216,10.92,1.859568016,2.545,2001,2019,19,19,0,0.00546,0.0164,0.0106,0.0109,0.00286,0.00273,WT_502,0.33,0.01,73,73,0.09,26.3,10.64136986,10.2,7.196063414,12.12,2001,2019,19,19,0,0.00546,0.0164,0.0105,0.0109,0.00292,0.00273
g832,CAN00361,46.7442,-64.1817,Mill River at Water Survey of Canada (Wsc) Gauge in Bloomfield Park,Canada,North America,DO_463,0.49,0.05,62,62,7.6,17,12.03080645,11.25,2.229812385,3.575,2000,2009,10,10,0,0.00273,0.0219,0.0169,0.0191,0.00587,0.00683,WT_505,0.48,0.05,59,59,0.1,16.6,8.305084746,10.2,5.614226502,10.95,2000,2009,10,10,0,0.00273,0.0219,0.0161,0.0178,0.00538,0.00478
g833,CAN00362,46.3933,-63.6586,Wilmot River near Kelvin Grove,Canada,North America,DO_464,0.4,0.06,113,113,7.2,17.3,11.81902655,11.45,2.012312975,2.79,2000,2019,20,18,2,0.00273,0.0464,0.0172,0.015,0.0108,0.0082,WT_506,0.41,0.06,117,117,0.03,20.92,8.555042735,9.22,4.953482165,8.8,2000,2019,20,18,2,0.00273,0.0464,0.0178,0.015,0.0112,0.00751
g834,CAN00363,49.8128,-125.2028,Tsolum River below Murex Creek,Canada,North America,DO_465,0.96,0.73,258,258,7.73,15,11.42387597,11.56,1.492151613,2.7,2009,2019,11,11,0,0.041,0.0765,0.0641,0.0683,0.0105,0.00956,WT_507,0.99,0.73,271,271,0.4,21.5,8.552619926,7.4,5.353837405,9.05,2009,2019,11,11,0,0.0546,0.0738,0.0673,0.0683,0.0065,0.00273
g835,CAN00374,47.5983,-52.7583,Virginia River Approximately 1200 M upstream of Mcniven Place,Canada,North America,DO_467,0.27,0.01,60,60,6.58,14.29,10.562,10.2,1.862594145,3.21,2001,2019,19,19,0,0.00273,0.0164,0.00863,0.0082,0.00332,0.0041,WT_518,0.25,0.01,56,56,0.04,24.41,9.113928571,9.33,6.547340801,11.5375,2001,2019,19,19,0,0.00273,0.0137,0.00805,0.0082,0.00308,0.00546
g836,CAN00375,47.5964,-52.7017,Virginia River at Guzzwell Drive,Canada,North America,DO_468,0.31,0.01,68,68,5.74,82.7,11.79176471,11.3,8.90070527,2.5725,2001,2019,19,19,0,0.00273,0.0164,0.00978,0.0109,0.0032,0.00273,WT_519,0.31,0.01,68,68,2.64,18.57,8.449558824,8.62,4.234854024,8.09,2001,2019,19,19,0,0.00273,0.0164,0.00978,0.0109,0.0032,0.00273
g837,CAN00376,47.5997,-52.7006,Virginia River at Newfoundland Drive,Canada,North America,DO_469,0.31,0.01,68,68,6.29,14.7,11.35308824,11.595,2.167766756,3.71,2001,2019,19,19,0,0.00273,0.0137,0.00978,0.0109,0.0032,0.00273,WT_520,0.31,0.01,68,68,0.86,21.5,9.040441176,9.395,6.766894211,13.7425,2001,2019,19,19,0,0.00273,0.0137,0.00978,0.0109,0.0032,0.00273
g838,CAN00377,47.5839,-52.6914,Virginia River at St. John'S,Canada,North America,DO_470,0.42,0.04,93,93,6.3,96.9,12.61387097,11.76,9.025680275,2.93,2001,2019,19,19,0,0.0082,0.0273,0.0134,0.0109,0.00472,0.00273,WT_521,0.42,0.03,93,93,0.47,21.46,8.786129032,8.93,5.500910208,10.19,2001,2019,19,19,0,0.0082,0.0273,0.0134,0.0109,0.00472,0.00273
g839,CAN00379,47.5481,-52.7192,Waterford River at Blackhead Road Bridge,Canada,North America,DO_471,0.43,0.04,108,108,7.57,15.17,11.96296296,11.905,1.90468741,3.2125,2001,2019,19,19,0,0.0082,0.041,0.0155,0.0137,0.0074,0.00683,WT_523,0.41,0.04,103,103,0.01,20.33,8.92184466,8.93,6.220539468,11.035,2001,2019,19,19,0,0.00546,0.0383,0.0148,0.0137,0.00764,0.00546
g840,CAN00380,47.5186,-52.8558,Waterford River at Bremigans Pond Dam,Canada,North America,DO_472,0.28,0.01,61,61,6.42,14.45,10.90459016,10.79,2.016027921,3.05,2001,2019,19,19,0,0.00273,0.0109,0.00877,0.0109,0.00282,0.00273,WT_524,0.27,0.01,59,59,0.05,23.3,9.677457627,9.58,7.890343857,15.545,2001,2019,19,19,0,0.00273,0.0109,0.00848,0.0082,0.00272,0.00273
g841,CAN00381,47.5261,-52.7633,Waterford River at bridge On Brookfield Road,Canada,North America,DO_473,0.3,0.01,69,69,4.34,14.66,11.56318841,11.45,2.040577696,3.33,2001,2019,19,19,0,0.00546,0.0137,0.00992,0.0109,0.00245,0.00273,WT_525,0.3,0.01,68,68,0.01,20.44,8.840441176,8.985,6.191280444,10.83,2001,2019,19,19,0,0.00273,0.0137,0.00978,0.0109,0.00263,0.00273
g842,CAN00382,47.5219,-52.8081,Waterford River at bridge On Commonwealth Avenue,Canada,North America,DO_474,0.3,0.01,68,68,6.4,14.41,11.52720588,11.385,1.794061386,2.9075,2001,2019,19,19,0,0.00546,0.0137,0.00978,0.0109,0.0021,0.00273,WT_526,0.3,0.01,68,68,0.11,18.56,8.265,8.415,5.752249009,10.2275,2001,2019,19,19,0,0.00546,0.0137,0.00978,0.0109,0.0021,0.00273
g843,CAN00383,49.8303,-57.8564,"Western Brook at bridge, Route 430",Canada,North America,DO_475,0.31,0.01,68,68,9.3,15.09,11.92529412,12.115,1.514142751,2.905,2001,2019,19,19,0,0.00273,0.0137,0.00978,0.0109,0.0039,0.00546,WT_527,0.3,0.01,65,65,0.01,21.81,9.124,7.99,6.270652079,10.08,2001,2019,19,18,1,0.00273,0.0137,0.00987,0.0109,0.0034,0.00478
g844,CAN00384,48.9744,-57.8839,"Wild Cove Brook, at Culvert Route 440",Canada,North America,DO_476,0.3,0.01,61,61,5.3,13.78,11.13016393,11.51,1.779875924,2.55,2002,2019,18,18,0,0.00546,0.0137,0.00926,0.00956,0.00298,0.00478,WT_528,0.28,0.01,58,58,0.07,17.64,7.515344828,7.225,5.479512149,9.79,2002,2019,18,18,0,0.00273,0.0137,0.0088,0.00956,0.00358,0.00546
g845,CAN00386,54.5667,-109.8361,Cold River at Outlet To Cold Lake,Canada,North America,DO_478,0.56,0.2,136,136,7.97,14.96,11.81977941,12.245,1.381215496,2.375,2000,2019,20,20,0,0.0082,0.0328,0.0186,0.0123,0.0104,0.0198,WT_530,0.55,0.2,152,152,0.1,25,9.848572368,10.815,7.374638713,13.7225,2000,2019,20,20,0,0.0082,0.0328,0.0208,0.0219,0.00884,0.015
g846,CAN00389,60.5792,-134.6865,Yukon River at Marsh Lake Ncpc Dam,Canada,North America,DO_479,0.73,0.24,125,125,0.01,12.9,10.9088,11.3,1.708000907,2.04,2005,2019,15,15,0,0.0082,0.0328,0.0228,0.0246,0.00757,0.0109,WT_531,0.74,0.14,129,129,0.1,18,7.16744186,6.1,5.693563564,11,2005,2019,15,15,0,0.0109,0.0383,0.0235,0.0219,0.00676,0.00683
g847,CAN00390,60.8353,-135.1803,Yukon River upstream Takhini River,Canada,North America,DO_480,0.71,0.13,122,122,9.3,13.9,11.25344262,11.4,1.134630511,1.875,2005,2019,15,15,0,0.00546,0.0328,0.0222,0.0219,0.00792,0.0109,WT_532,0.6,0.05,104,104,0.1,18,8.929807692,10.15,5.429510872,8.35,2005,2019,15,15,0,0.0109,0.0273,0.0189,0.0191,0.00467,0.00683
g848,CHE00001,47.38444444,9.642222222,Rhine River - at Diepoldsau,Switzerland,Europe,DO_481,0.99,0.84,734,734,8.6,13.1,11.2513624,11.2,0.837632633,1.2,1978,2002,25,25,0,0.0601,0.142,0.0802,0.071,0.024,0,WT_533,1,1,753,753,1.4,14.6,7.7062417,7.6,3.192561306,5.5,1978,2002,25,25,0,0.071,0.142,0.0823,0.071,0.0258,0
g849,CHE00002,47.57055556,8.330833333,Rhine River - at Rekingen,Switzerland,Europe,DO_482,0.99,0.58,691,691,8.3,14,11.28191027,11.4,1.401264376,2.3,1978,2002,25,25,0,0.0546,0.142,0.0755,0.0683,0.0245,0.00546,WT_534,1,1,730,730,2.1,24,11.24972603,10.5,5.725763611,10.5,1978,2002,25,25,0,0.071,0.142,0.0798,0.071,0.0235,0
g850,CHE00003,47.56667,7.585,Rhine River - at Basel,Switzerland,Europe,DO_483,0.98,0.29,721,721,6.9,13.8,10.55395284,10.5,1.407677971,2.4,1978,2002,25,25,0,0.0574,0.142,0.0788,0.071,0.0279,0.00546,WT_535,1,0.68,754,754,1.6,23.7,11.98236074,11.25,5.6116366,10.3,1978,2002,25,25,0,0.0656,0.142,0.0824,0.071,0.0266,0
g851,CHE00004,47.48388889,8.195833333,Aare River - at Brugg,Switzerland,Europe,DO_484,0.92,0.3,632,632,7.8,13.4,10.39018987,10.4,1.341439476,2.3,1978,2002,25,25,0,0.0246,0.131,0.0691,0.0683,0.0252,0.0137,WT_536,1,1,730,730,1.6,21.6,11.48410959,10.95,5.376496591,10.075,1978,2002,25,25,0,0.071,0.142,0.0798,0.071,0.0235,0
g852,CHE00005,46.35083333,6.886111111,Rhone River - at Porte du Scex,Switzerland,Europe,DO_485,0.99,0.96,696,696,9.4,12.9,11.20488506,11.1,0.573194244,0.8,1978,2002,25,25,0,0.0628,0.137,0.0761,0.071,0.0185,0.00273,WT_537,1,1,730,730,3,11,7.077808219,7.4,2.139183239,4,1978,2002,25,25,0,0.071,0.142,0.0798,0.071,0.0235,0
g853,CHE00006,46.16277778,5.977777778,Rhone River - at Chancy,Switzerland,Europe,DO_486,0.86,0.59,556,556,7.7,13.9,10.38273381,10.3,1.103241942,1.8,1979,2002,24,21,3,0.0519,0.134,0.0723,0.071,0.0161,0.00273,WT_538,0.88,0.72,584,584,3.8,21.8,11.42037671,10.8,4.797617247,8.5,1979,2002,24,21,3,0.0683,0.142,0.076,0.071,0.0165,0
g854,CHE00007,46.16472222,8.911388889,Ticino - Riazzino,Switzerland,Europe,DO_487,0.47,0.21,262,262,9.4,13,11.15725191,11.1,0.854739371,1.3,1979,1997,19,9,10,0.0574,0.131,0.0795,0.071,0.0267,0.0082,WT_539,0.47,0.21,280,280,2.7,17.1,8.851428571,8.55,3.490940363,6,1979,1997,19,9,10,0.0574,0.142,0.085,0.071,0.0312,0.00273
g855,CHL00001,-33.37138889,-70.44805556,Mapocho River - in Los Almendros,Chile,South America,DO_553,0.83,0.32,125,125,9,14.9,11.656,11.6,1.411610839,1.8,1979,1988,10,10,0,0.0137,0.0683,0.0342,0.0287,0.018,0.0178,WT_541,0.89,0.36,134,134,2.5,18.8,10.36716418,10.55,3.164031314,4.575,1979,1988,10,10,0,0.0164,0.071,0.0366,0.0314,0.0173,0.0157
g856,CHL00002,-33.59805556,-70.37722222,Maipo River - in El Manzano,Chile,South America,DO_554,0.82,0.32,122,122,9.4,16.8,12.38934426,12.15,1.468389086,2.575,1979,1988,10,10,0,0.0137,0.0656,0.0333,0.0273,0.0175,0.0205,WT_542,0.87,0.36,131,131,4,15,9.526717557,10,2.20345269,3,1979,1988,10,10,0,0.0164,0.071,0.0358,0.0301,0.0178,0.0184
g857,CHN00001,30.58305556,114.8288889,Yangtze River (Chang Jiang),China,Asia,DO_555,0.85,0.48,233,233,4.2,11.9,8.334034335,8.2,1.611583083,2.8,1980,1996,17,16,1,0.0164,0.0656,0.0398,0.0328,0.019,0.0335,WT_543,0.85,0.76,234,234,4.6,30.9,17.90854701,18.15,7.172947182,13.4,1980,1996,17,16,1,0.0164,0.0656,0.04,0.0328,0.0189,0.0328
g858,CHN00002,36.73333333,116.9833333,Yellow River  (Huang He),China,Asia,DO_556,0.83,0.74,227,227,2.65,14.8,10.29237885,9.7,2.515962417,4.475,1980,1996,17,16,1,0.0109,0.0656,0.0388,0.0328,0.0199,0.0314,WT_544,0.78,0.24,207,207,0.1,29.5,15.2884058,16,9.213501114,17.75,1980,1996,17,16,1,0.0082,0.0656,0.0353,0.0328,0.0171,0.0232
g859,CHN00003,23.06916667,112.45,Pearl River (Zhu Jiang),China,Asia,DO_557,0.86,0.76,233,233,5.8,10.4,7.875965665,7.7,1.101028923,1.8,1980,1996,17,16,1,0.0164,0.0656,0.0398,0.0328,0.0187,0.0307,WT_545,0.86,0.76,233,233,10.1,32.5,22.17639485,23,5.674451277,10.5,1980,1996,17,16,1,0.0164,0.0656,0.0398,0.0328,0.0187,0.0307
g860,CHN00005,41.33333333,122.6333333,Liao He River - Liaozhong,China,Asia,DO_558,0.88,0.42,103,103,0.2,12.9,7.629126214,8,2.735698322,3.05,1988,1997,10,10,0,0.0137,0.0328,0.0281,0.0314,0.0067,0.00546,WT_546,0.66,0.08,73,73,1,27.1,14.86164384,15,7.82553921,13,1988,1997,10,10,0,0.00273,0.0246,0.0199,0.0246,0.00752,0.00546
g861,CHN00006,40.53333333,117.45,Hai He River - Tianjin,China,Asia,DO_559,0.83,0.18,98,98,1.8,12.2,7.760204082,7.7,1.987784333,2.5,1988,1997,10,10,0,0.0164,0.0328,0.0268,0.0287,0.00628,0.00751,WT_547,0.66,0.09,76,76,1,30,16.82763158,16,8.325392462,14.5,1988,1997,10,9,1,0.0109,0.0301,0.0231,0.0246,0.00628,0.0082
g862,CHN00007,37.5,118.2333333,Yellow River - Lijin,China,Asia,DO_560,0.78,0.26,90,90,3.9,13.9,8.44,8.15,2.167886145,3.075,1988,1997,10,10,0,0.0109,0.0328,0.0246,0.0232,0.00705,0.00956,WT_548,0.73,0.24,83,83,0.3,28.6,13.13855422,12,9.417715938,16.15,1988,1997,10,9,1,0.0109,0.0328,0.0252,0.0246,0.0068,0.0082
g863,CHN00008,32,120.85,Yangtze River - Nantong,China,Asia,DO_561,0.97,0.53,108,108,2,12,7.681481481,7.8,2.241584392,3.2,1988,1997,10,10,0,0.0082,0.0328,0.0295,0.0328,0.00771,0.00205,WT_549,0.98,0.91,109,109,3.9,29.8,17.2412844,18,7.929506675,15.7,1988,1997,10,10,0,0.0082,0.0328,0.0298,0.0328,0.00778,0
g864,CHN00009,31.41666667,121.5666667,Yangtze River - Shanghai,China,Asia,DO_562,0.95,0.56,102,102,0.5,8.4,4.068627451,3.8,1.77043824,2.575,1988,1996,9,9,0,0.0273,0.0328,0.031,0.0328,0.00237,0.00273,WT_550,0.84,0.44,90,90,4.2,32.8,18.39688889,18,8.406333573,15.19,1988,1996,9,8,1,0.0273,0.0328,0.0307,0.0314,0.00242,0.00342
g865,CHN00010,26.13333333,119.2666667,Min Jiang River - Fuzhou,China,Asia,DO_563,0.99,0.94,106,106,4.2,10.7,7.053773585,7.1,1.226467986,1.875,1988,1996,9,9,0,0.0273,0.0328,0.0322,0.0328,0.00182,0,WT_551,0.88,0.5,95,95,5,31.8,20.78210526,20.6,6.699777369,12.5,1988,1996,9,9,0,0.00273,0.0328,0.0288,0.0328,0.00996,0
g866,CHN00011,30.2,120.1333333,Qiantang River - Hangzhou,China,Asia,DO_564,0.95,0.54,102,102,2.3,10.4,7.351960784,7.4,1.612557798,2.15,1988,1996,9,9,0,0.0246,0.0328,0.031,0.0328,0.00305,0.00273,WT_552,0.83,0.25,80,80,7.3,28,17.5675,18.1,6.574572711,12.525,1988,1995,8,7,1,0.0246,0.0328,0.0312,0.0328,0.0031,0.00137
g867,CHN00012,23.23333333,113.2,Pearl River - Guangzhou,China,Asia,DO_565,0.82,0.22,87,87,1.8,9,5.628735632,5.7,1.564646334,2.5,1988,1996,9,9,0,0.0137,0.0328,0.0264,0.0273,0.00655,0.0109,WT_553,0.67,0.22,72,72,11,32,24.09583333,25.2,5.24510335,9.3,1988,1996,9,7,2,0.0219,0.0328,0.0281,0.0273,0.00409,0.00546
g868,DEU00001,49.03333333,8.302777778,Rhine River - at Maxau,Germany,Europe,DO_569,0.65,0.29,232,232,5.8,13.5,9.694396552,9.7,1.646986906,2.525,1979,1995,17,13,4,0.0164,0.137,0.0488,0.0383,0.0336,0.0492,WT_556,0.65,0.29,233,233,2.8,24.8,12.96866953,12.8,5.812872638,10.5,1979,1995,17,13,4,0.0164,0.134,0.049,0.0383,0.033,0.0492
g869,DEU00002,50,8.23,Rhine River - at Mainz,Germany,Europe,DO_570,0.66,0.53,183,183,5.5,12.5,9.020765027,9.1,1.709766858,2.95,1979,1995,17,13,4,0.0164,0.071,0.0385,0.0355,0.0203,0.0191,WT_557,0.66,0.53,183,183,3.4,25.7,14.11693989,13.6,5.814125224,10.9,1979,1995,17,13,4,0.0164,0.071,0.0385,0.0355,0.0203,0.0191
g870,DEU00003,50.25,7.647777778,Rhine River - at Koblenz/Braubach,Germany,Europe,DO_571,0.66,0.34,207,207,5.9,19.7,9.125120773,9,1.68642405,2.5,1979,1995,17,13,4,0.0164,0.0738,0.0435,0.0355,0.0238,0.0519,WT_558,0.66,0.34,207,207,1.7,26.5,13.97198068,14,6.049038072,10.85,1979,1995,17,13,4,0.0164,0.0738,0.0435,0.0355,0.0238,0.0519
g871,DEU00004,49.56666667,6.366666667,Moselle River - at Palzem,Germany,Europe,DO_572,0.66,0.53,182,182,3.5,13.7,8.723076923,8.75,2.167748376,3.3,1979,1995,17,13,4,0.0164,0.071,0.0383,0.0355,0.0204,0.0191,WT_559,0.66,0.53,182,182,0.5,25.9,13.48461538,13.05,6.410625211,11.7,1979,1995,17,13,4,0.0164,0.071,0.0383,0.0355,0.0204,0.0191
g872,DEU00005,50.35,7.552777778,Moselle River - at Koblenz/Moselle,Germany,Europe,DO_573,0.66,0.53,208,208,5.1,17.9,9.586057692,9.75,2.251322282,3.825,1979,1995,17,13,4,0.0164,0.071,0.0437,0.0355,0.0233,0.0519,WT_560,0.66,0.53,207,207,0.1,26,12.66714976,12.4,6.694316028,11.75,1979,1995,17,13,4,0.0164,0.071,0.0435,0.0355,0.0231,0.0492
g873,DEU00006,51.83972222,6.17,Rhine River - at Kleve/Bimmen,Germany,Europe,DO_574,0.66,0.53,194,194,2.9,13.7,9.57628866,9.55,1.507375525,2.2,1979,1995,17,13,4,0.0164,0.071,0.0408,0.0355,0.0216,0.0464,WT_561,0.66,0.28,192,192,2.5,24.4,13.359375,13.1,5.985734842,10.925,1979,1995,17,13,4,0.0164,0.071,0.0404,0.0355,0.0214,0.0464
g874,DEU00008,53.03333333,7.316666667,Ems River - at Herbrum,Germany,Europe,DO_576,0.6,0.21,159,159,6.5,17.5,10.39245283,10.4,1.752594719,2.4,1979,1995,17,14,3,0.00273,0.0683,0.031,0.0232,0.0209,0.0157,WT_563,0.61,0.21,161,161,1.3,26.6,11.47826087,11,6.126272272,10.6,1979,1995,17,14,3,0.00273,0.0683,0.0314,0.026,0.0209,0.0157
g875,DEU00009,51.5,9.604722222,Weser River - at Hemeln,Germany,Europe,DO_577,0.59,0.26,139,139,0.6,19.8,10.4057554,10.5,2.609730115,3.4,1979,1995,17,14,3,0.00273,0.0546,0.0271,0.026,0.0141,0.0157,WT_564,0.59,0.26,140,140,0.4,23.2,10.74714286,10.05,6.167487774,10.9,1979,1995,17,14,3,0.00273,0.0546,0.0273,0.026,0.0144,0.0157
g876,DEU00010,52.96666667,9.133333333,Weser River - at Intschede,Germany,Europe,DO_578,0.6,0.19,128,128,3.8,13.3,9.38671875,9.9,2.062731584,3.4,1979,1995,17,14,3,0.00273,0.0355,0.025,0.026,0.0105,0.0178,WT_565,0.6,0.19,128,128,0.2,38,12.41328125,11.7,6.89031468,11,1979,1995,17,14,3,0.00273,0.0355,0.025,0.026,0.0105,0.0178
g877,DEU00011,53.43333333,10.36666667,Elbe River - at Geesthacht,Germany,Europe,DO_579,0.48,0.26,150,150,3.1,12.6,8.735333333,9.1,1.785630063,2.6,1979,1990,12,8,4,0.0164,0.145,0.0512,0.0191,0.0564,0.043,WT_566,0.48,0.26,151,151,1.2,23.9,12.02384106,11,6.391595613,12.05,1979,1990,12,8,4,0.0164,0.145,0.0516,0.0191,0.057,0.0437
g878,DEU00012,48.51666667,13.71666667,Danube River - at Jochenstein,Germany,Europe,DO_580,0.64,0.47,215,215,8.1,15.1,10.88930233,10.9,1.304065167,2.3,1979,1995,17,13,4,0.0164,0.071,0.0452,0.0383,0.0254,0.0519,WT_567,0.64,0.47,215,215,0.1,20.7,9.939534884,10.1,5.507358694,9.95,1979,1995,17,13,4,0.0164,0.071,0.0452,0.0383,0.0254,0.0519
g879,DEU00015,53.43,10.07,Elbe River - at Zollenspieker,Germany,Europe,DO_581,1,1,207,207,3.1,16.2,10.5115942,10.8,1.988403484,2.7,1990,1995,6,6,0,0.071,0.142,0.0943,0.071,0.036,0.0512,WT_568,1,1,208,208,0.4,25.3,11.95,11.25,6.777370701,12,1990,1995,6,6,0,0.071,0.142,0.0947,0.071,0.0367,0.0533
g880,DEU00017,51.82,6.141666667,Ruhr River - at Duisburg,Germany,Europe,DO_582,0.92,0.24,72,72,2,19.2,8.972222222,8.8,2.786497737,3.2,1990,1995,6,6,0,0.0301,0.0355,0.0328,0.0328,0.00244,0.0041,WT_569,0.95,0.24,74,74,0.6,24.2,12.42162162,11.55,6.620397502,11.275,1990,1995,6,6,0,0.0328,0.0355,0.0337,0.0328,0.00141,0.00205
g881,DEU00020,50.89,14.23,Elbe River - at Schmilka,Germany,Europe,DO_585,1,1,63,63,3.6,15,8.865079365,8.6,2.683050667,4.75,1991,1995,5,5,0,0.0328,0.0355,0.0344,0.0355,0.0015,0.00273,WT_572,0.98,0.57,61,61,2,23,12.27540984,11.9,6.178555811,12.2,1991,1995,5,5,0,0.0301,0.0355,0.0333,0.0328,0.00229,0.00273
g882,DNK00005,55.29361111,11.68305556,NaN,Denmark,Europe,DO_590,0.97,0.49,124,124,5.4,20.8,10.63629032,10.35,2.938926707,4.1,1990,1995,6,6,0,0.00546,0.071,0.0565,0.0669,0.0253,0.00683,WT_577,1,1,156,156,0.2,24.8,10.04102564,9.1,6.353884987,11.175,1990,1996,7,7,0,0.0355,0.071,0.0609,0.0656,0.0124,0.00956
g883,ECU00002,-0.2975,-78.46277778,San Pedro River - Quito,Ecuador,South America,DO_592,0.48,0.08,44,44,6.3,9.3,7.775,7.8,0.735835232,0.725,1979,1986,8,7,1,0.00546,0.0328,0.0172,0.0164,0.00929,0.0109,WT_579,0.49,0.08,45,45,12,20,16.26666667,16.5,1.7920278,2.5,1979,1986,8,7,1,0.0082,0.0328,0.0176,0.0164,0.00876,0.0109
g884,ESP00007,41.57,-3.22,Duero River - San Esteban de Gormaz,Spain,Europe,DO_606,1,1,72,72,4.6,13.2,8.75,8.95,1.848867183,3.1,1990,1995,6,6,0,0.0328,0.0328,0.0328,0.0328,0,0,WT_594,1,1,72,72,3.5,25.3,13.14166667,11.45,5.983186536,9.425,1990,1995,6,6,0,0.0328,0.0328,0.0328,0.0328,0,0
g885,ESP00008,41.48,-4.97,Douro River - at Villamarcie,Spain,Europe,DO_607,1,0.78,59,59,2.9,11.4,7.338983051,7.7,2.037410201,2.7,1991,1995,5,5,0,0.0301,0.0328,0.0322,0.0328,0.00122,0,WT_595,1,1,60,60,2,25.9,13.92666667,13.7,6.438256072,10.85,1991,1995,5,5,0,0.0328,0.0328,0.0328,0.0328,0,0
g886,ESP00009,41.56,-6.13,Douro River - at Puente Pino,Spain,Europe,DO_608,1,1,72,72,0.7,12.7,7.351388889,7.1,2.774430182,4.65,1990,1995,6,6,0,0.0328,0.0328,0.0328,0.0328,0,0,WT_596,1,1,72,72,5.7,26,14.75833333,13.9,6.107459074,11.725,1990,1995,6,6,0,0.0328,0.0328,0.0328,0.0328,0,0
g887,ESP00010,40.69166667,-2.58,Tejo River - at Trilllo,Spain,Europe,DO_609,1,0.76,72,72,7,15.5,10.0375,10.3,1.524211872,2.025,1990,1995,6,6,0,0.0328,0.0328,0.0328,0.0328,0,0,WT_597,1,0.76,72,72,2,23,13.13055556,12.2,5.391010747,10,1990,1995,6,6,0,0.0328,0.0328,0.0328,0.0328,0,0
